type,x,y
Indian / Middle Eastern restaurant,262000.55165563236,6247981.174336987
European restuarant,261796.8369874796,6247800.702930418
Traditional French restaurant,261793.0521247918,6247744.380401362
Traditional French restaurant,264859.45881818497,6249502.225762832
Traditional French restaurant,264853.22492669855,6248882.066614979
European restuarant,264565.57536249,6249123.798100769
Traditional French restaurant,264751.367592625,6249483.955286124
European restuarant,264717.97174538526,6249454.181260375
Indian / Middle Eastern restaurant,262726.0207771313,6247283.835151487
Indian / Middle Eastern restaurant,264336.0345724731,6245491.448029646
European restuarant,258607.8675347256,6254674.355258351
African restaurant,258734.2151567742,6254920.991967734
European restuarant,258950.62024687658,6254971.098862307
Indian / Middle Eastern restaurant,258983.23685768052,6254509.652658026
Traditional French restaurant,258894.5152235187,6254556.371672369
European restuarant,258860.89673729934,6254582.270367471
Asian restaurant,260560.74536171238,6253740.6879531555
Traditional French restaurant,258766.7204480869,6253258.9992168415
European restuarant,258737.66606099112,6253271.184960874
European restuarant,258940.60149270523,6253636.257675115
Traditional French restaurant,253118.59212421902,6251592.256223858
Asian restaurant,253879.90612175356,6251229.471291332
Traditional French restaurant,253991.8935294897,6251913.259395988
Asian restaurant,253167.01610271298,6252002.946168055
Maghrebian restaurant,261822.55178985253,6247402.732243867
Traditional French restaurant,260847.94964795883,6248830.4733143095
European restuarant,261007.8044367384,6248687.536138945
Traditional French restaurant,261463.8803905175,6248520.412654044
Asian restaurant,261442.39572879442,6248519.059440901
Traditional French restaurant,261490.263109835,6248604.9889043635
Indian / Middle Eastern restaurant,261451.52392703874,6248589.088504849
Traditional French restaurant,261285.2126077931,6249001.493624724
African restaurant,261376.1606317711,6249050.38137079
Traditional French restaurant,261025.1702773,6249542.996135358
Maghrebian restaurant,261019.49298326977,6249504.255818236
Asian restaurant,261424.58461026786,6249114.494102084
Traditional French restaurant,261420.57710859764,6249616.755482232
Asian restaurant,261518.20430202413,6249752.772108925
Traditional French restaurant,261282.98621797696,6249675.797257136
Traditional French restaurant,264362.08333331975,6245957.983474098
Indian / Middle Eastern restaurant,264080.22238263267,6245947.161048803
Traditional French restaurant,263745.4846738165,6246566.259817953
Asian restaurant,263357.6475678916,6246633.2286894815
Asian restaurant,263045.1737572343,6246036.953777112
Asian restaurant,263852.9079824319,6245091.556794676
Asian restaurant,263662.3290141937,6244955.107740216
Traditional French restaurant,263884.6340373088,6245592.057886703
European restuarant,263984.04234258656,6245457.629858561
Maghrebian restaurant,264097.3655842146,6245536.595498419
Asian restaurant,262954.7823307125,6245136.194880532
Asian restaurant,262945.988090939,6245092.571294014
Asian restaurant,262777.8956598422,6245274.675893186
Asian restaurant,262831.99693236634,6245211.437640831
Asian restaurant,259067.39439271876,6255006.478571222
Asian restaurant,259185.5043724501,6254991.243271747
Traditional French restaurant,258375.98903540126,6253309.7732660035
Asian restaurant,257758.49981997098,6254194.475319039
Indian / Middle Eastern restaurant,257938.5034365845,6253766.584153326
European restuarant,257994.05186249188,6253924.840430894
Indian / Middle Eastern restaurant,261812.42171618994,6252954.8690360235
Traditional French restaurant,261837.35728212993,6252986.517020872
Traditional French restaurant,258713.06445352483,6253320.774350117
Traditional French restaurant,258720.30022042667,6253347.007762217
Traditional French restaurant,258685.9024977715,6252916.620827163
European restuarant,261367.14375301803,6254789.970611178
Asian restaurant,261387.18126136073,6254452.439143804
Traditional French restaurant,253062.82105932917,6249020.7780306535
Traditional French restaurant,253513.7763165342,6249662.601638494
European restuarant,253511.7725657005,6249752.772108925
Traditional French restaurant,251313.99185896886,6248594.501403464
Asian restaurant,251560.4532115853,6249159.153388981
Indian / Middle Eastern restaurant,261266.2882943599,6249551.285571204
Traditional French restaurant,261240.68481147537,6249744.990004215
Central and South American restuarant,261149.73678749736,6249663.278336384
Traditional French restaurant,261212.9662582687,6249814.52167152
Traditional French restaurant,261271.40899093682,6249847.342170203
European restuarant,261180.46096695884,6249934.97690838
Traditional French restaurant,261007.8044367384,6249914.675343942
Traditional French restaurant,261043.9832712448,6249869.3353590425
Traditional French restaurant,261025.28159679123,6249871.027145167
Traditional French restaurant,261146.95380022787,6249835.330529642
European restuarant,261117.78809364082,6249841.759292894
European restuarant,261074.8187701947,6249877.625114272
Traditional French restaurant,260954.59372013842,6249764.106926411
European restuarant,260986.31977501532,6249812.491541757
Traditional French restaurant,260971.18032426704,6249788.97590747
Asian restaurant,261029.95701540605,6249858.677114245
Traditional French restaurant,260854.51749791612,6250143.916669881
Traditional French restaurant,260783.9409407517,6250193.995305566
Asian restaurant,260540.8191728581,6250120.569299038
Traditional French restaurant,260530.02118225375,6250174.539043694
Traditional French restaurant,260428.83176512195,6250225.125417524
Asian restaurant,260385.19452473123,6250141.378909063
Traditional French restaurant,260489.38956811218,6250040.545827883
Asian restaurant,262798.37844614696,6245276.366762025
Asian restaurant,262965.9142797905,6245203.659706555
Asian restaurant,262867.95312789315,6245277.550370415
Asian restaurant,262897.7867514247,6245433.111768918
Asian restaurant,263290.29927596165,6245522.560866255
Asian restaurant,263290.29927596165,6245522.560866255
Asian restaurant,263611.3446874099,6245039.986571573
European restuarant,267094.9768322946,6247500.827829535
African restaurant,261969.38219820877,6253377.810969208
Traditional French restaurant,262147.6047029682,6253940.920111265
Traditional French restaurant,261742.4017564817,6253890.819313076
Traditional French restaurant,262037.95500453666,6253631.51856825
Asian restaurant,261769.56371223502,6254024.365679836
Traditional French restaurant,262349.7608982494,6253618.824545077
African restaurant,262323.2668594406,6253592.251784845
European restuarant,260725.94348604852,6253945.320871216
Asian restaurant,260657.59331870027,6253947.690512137
Asian restaurant,264336.7024894205,6249289.241820307
Asian restaurant,264186.64381582977,6249526.078944513
European restuarant,264269.3541974905,6249443.861878143
Traditional French restaurant,264269.3541974905,6249443.861878143
European restuarant,263875.283200082,6249973.550014875
European restuarant,251969.10706228588,6249186.558067963
Asian restaurant,261815.20470345946,6248138.476824458
Traditional French restaurant,261753.7563445422,6248177.71833031
Traditional French restaurant,261576.8696736719,6248078.938335114
Traditional French restaurant,261570.3018237146,6248029.7179112965
Traditional French restaurant,261533.3437527724,6248449.030955869
Indian / Middle Eastern restaurant,261516.4231901729,6248473.726925573
Traditional French restaurant,261382.0605647838,6248432.961699178
Traditional French restaurant,261235.67543438968,6248551.8749205265
Traditional French restaurant,260872.885213896,6248760.1039419435
European restuarant,260966.6162251435,6248677.725155009
Asian restaurant,267179.46832580655,6247124.6881699525
Asian restaurant,267221.5470933257,6246918.021418734
Asian restaurant,267363.70208306995,6246996.662427923
European restuarant,266318.5233840118,6247206.037103692
Asian restaurant,266223.9018168373,6247282.989516693
European restuarant,265674.76276875526,6249063.068548232
Asian restaurant,262694.7400002194,6247375.840721336
Central and South American restuarant,262509.0590895756,6252672.919482853
Traditional French restaurant,263544.9982708982,6253145.943427758
European restuarant,263441.69378344144,6253170.8223416265
Asian restaurant,263036.3795174637,6253191.4702032
Asian restaurant,263036.8247954258,6253034.581566335
Asian restaurant,264125.64073487464,6248948.884635322
Indian / Middle Eastern restaurant,264003.8572119468,6248959.203414558
Traditional French restaurant,263673.23832429206,6248990.159827692
Indian / Middle Eastern restaurant,263674.68547767244,6248808.1445078375
Traditional French restaurant,262661.01019450877,6247549.706916036
Traditional French restaurant,262787.24649706896,6247599.431950845
Asian restaurant,254360.36104401646,6251021.35075634
Asian restaurant,254259.83954382924,6250878.376604395
Traditional French restaurant,253967.29192202626,6250858.580373591
European restuarant,253658.71429354796,6248784.631661618
Traditional French restaurant,253709.25334236684,6247290.261978689
Traditional French restaurant,252279.24316363578,6247926.034586518
Asian restaurant,252305.06928549995,6247983.880591645
Asian restaurant,252230.03994870605,6247894.743783453
Indian / Middle Eastern restaurant,252246.7378723259,6247938.889220193
Traditional French restaurant,252118.83177740287,6247632.074734427
Asian restaurant,261148.51227309945,6247658.121398071
Maghrebian restaurant,261136.4897680944,6247539.72811768
European restuarant,260161.55366772698,6247733.893965832
European restuarant,260912.9602305814,6247932.292761
Traditional French restaurant,260681.08173125988,6248535.8054687455
Asian restaurant,260587.0167615387,6248847.219957785
Traditional French restaurant,261560.83966699944,6248192.603086976
Traditional French restaurant,261501.6176978955,6248263.813477894
Traditional French restaurant,261437.16371272627,6248245.714818244
Traditional French restaurant,261413.11870271614,6248235.396908083
Asian restaurant,262224.08119314536,6247378.039396074
Asian restaurant,262076.02627038836,6246839.719375682
Traditional French restaurant,262122.22385906897,6246672.463223754
Traditional French restaurant,266558.63952565345,6247761.632307416
Central and South American restuarant,265344.92311753356,6248658.779838873
Asian restaurant,265378.20764528203,6248645.078342003
Central and South American restuarant,265529.2681942882,6248892.892790089
Asian restaurant,263505.1458931924,6254950.277380245
Asian restaurant,263794.57656925503,6254066.85045361
Maghrebian restaurant,264075.99224198,6253638.457975633
African restaurant,264216.8113978351,6253602.068463625
African restaurant,264065.4168903553,6253528.274398488
Asian restaurant,264470.5085173534,6253274.569892885
